DB010,DB020,DB030,DB040,HB030,HH021,HH030,HH050,HH070,HH071,HS050,HS060,HS120
2013,DK,83,DK01,83,1,6,1,2234.57,NA,1,1,5
2013,DK,105,DK01,105,1,6,1,705.42,NA,1,1,6
2013,DK,139,DK01,139,2,6,1,2343.81,NA,1,1,4
2013,DK,162,DK01,162,2,6,1,978.67,NA,1,1,4
2013,DK,165,DK01,165,2,6,1,1526.28,NA,1,1,6
2013,DK,186,DK01,186,1,6,1,997.27,NA,1,1,5
2013,DK,208,DK01,208,3,3,1,692.31,NA,1,1,5
2013,DK,240,DK01,240,3,2,1,1765.13,NA,1,1,5
2013,DK,244,DK01,244,2,6,1,1822.15,NA,1,1,5
2013,DK,249,DK01,249,2,6,1,717.68,NA,1,1,5
2013,DK,252,DK01,252,2,6,1,1765.13,NA,1,1,4
2013,DK,253,DK01,253,1,3,1,1063.02,NA,1,1,4
2013,DK,284,DK01,284,3,6,1,1063.02,NA,1,1,6
2013,DK,297,DK01,297,3,4,1,1480.8,NA,1,1,6
2013,DK,305,DK01,305,2,4,1,2234.57,NA,1,1,5
2013,DK,327,DK01,327,2,3,1,477.36,NA,1,1,1
2013,DK,347,DK01,347,1,6,1,1028.36,NA,1,1,4
2013,DK,371,DK01,371,2,6,1,851.14,NA,1,1,4
2013,DK,440,DK01,440,2,4,1,1578.66,NA,1,1,4
2013,DK,452,DK01,452,2,2,1,3648,NA,1,1,5
2013,DK,456,DK01,456,2,6,1,3057.16,NA,1,1,5
2013,DK,480,DK01,480,3,3,1,1656.77,NA,1,1,4
2013,DK,549,DK01,549,3,3,1,807.59,NA,1,1,5
2013,DK,568,DK01,568,1,6,1,851.14,NA,1,1,6
2013,DK,584,DK01,584,3,4,1,556.52,NA,1,1,6
2013,DK,588,DK01,588,1,6,1,1743.26,NA,1,1,6
2013,DK,600,DK01,600,2,3,1,1146.32,NA,1,1,5
2013,DK,618,DK01,618,2,6,1,3057.16,NA,1,1,4
2013,DK,625,DK01,625,3,4,1,659.05,NA,1,1,5
2013,DK,702,DK01,702,1,3,1,331.37,NA,1,1,6
2013,DK,720,DK01,720,3,6,1,1326.44,NA,1,1,4
2013,DK,754,DK01,754,2,3,1,1809.84,NA,1,1,4
2013,DK,833,DK01,833,2,6,1,1743.26,NA,1,1,5
2013,DK,868,DK01,868,2,6,1,711.48,NA,1,1,4
2013,DK,870,DK01,870,1,6,1,978.67,NA,1,1,6
2013,DK,872,DK01,872,2,5,1,2585.3,NA,1,1,4
2013,DK,875,DK01,875,3,3,1,1133.85,NA,1,1,5
2013,DK,880,DK01,880,2,6,1,1037.6,NA,1,1,6
2013,DK,935,DK01,935,3,4,1,719.18,NA,1,1,2
2013,DK,945,DK01,945,3,6,1,1765.13,NA,1,1,5
2013,DK,973,DK01,973,2,6,1,1765.13,NA,1,1,5
2013,DK,1015,DK01,1015,2,2,1,812.49,NA,1,2,4
2013,DK,1056,DK01,1056,2,6,1,711.48,NA,1,1,6
