DB010,DB020,DB030,DB040,HB030,HH021,HH030,HH050,HH070,HH071,HS050,HS060,HS120
2013,LV,5,LV00,5,1,3,1,71.14,NA,2,2,2
2013,LV,17,LV00,17,2,3,2,192.09,NA,1,1,4
2013,LV,34,LV00,34,1,5,1,99.6,NA,1,2,1
2013,LV,36,LV00,36,1,1,1,56.91,NA,2,2,3
2013,LV,42,LV00,42,3,3,1,426.86,301.83,1,1,4
2013,LV,55,LV00,55,1,2,1,213.43,NA,2,1,3
2013,LV,66,LV00,66,1,6,2,192.09,NA,1,1,3
2013,LV,73,LV00,73,2,3,1,296.44,NA,1,2,4
2013,LV,122,LV00,122,3,2,2,271.19,NA,1,2,1
2013,LV,142,LV00,142,1,4,1,142.29,NA,1,1,2
2013,LV,150,LV00,150,5,6,1,177.86,NA,2,2,4
2013,LV,163,LV00,163,3,3,1,142.29,NA,1,2,2
2013,LV,169,LV00,169,1,3,1,17.07,NA,2,2,1
2013,LV,170,LV00,170,5,3,2,113.83,NA,1,1,5
2013,LV,182,LV00,182,1,4,1,128.06,68.06,2,2,3
2013,LV,184,LV00,184,1,5,1,167.9,NA,1,1,2
2013,LV,186,LV00,186,3,2,1,445.46,NA,1,2,2
2013,LV,188,LV00,188,5,5,1,184.97,NA,1,1,1
2013,LV,191,LV00,191,3,1,1,184.97,NA,1,2,3
2013,LV,213,LV00,213,1,1,1,71.14,NA,1,1,1
2013,LV,227,LV00,227,5,4,1,142.29,NA,2,1,3
2013,LV,236,LV00,236,1,4,1,199.2,NA,1,1,5
2013,LV,238,LV00,238,1,6,1,143,NA,1,1,4
2013,LV,251,LV00,251,1,4,1,399.27,NA,1,1,4
2013,LV,253,LV00,253,1,5,1,292.09,NA,1,1,2
2013,LV,285,LV00,285,2,3,1,113.83,NA,1,2,3
2013,LV,286,LV00,286,4,1,2,85.37,NA,2,2,3
2013,LV,319,LV00,319,1,2,1,327.26,NA,1,2,2
2013,LV,325,LV00,325,3,6,1,142.29,115.28,1,2,2
2013,LV,330,LV00,330,1,6,1,156.52,115.78,1,1,1
2013,LV,335,LV00,335,1,2,2,91.06,NA,1,2,2
2013,LV,338,LV00,338,5,1,2,199.2,NA,1,2,1
2013,LV,343,LV00,343,3,5,1,327.26,NA,1,1,2
2013,LV,355,LV00,355,2,2,1,133.75,82.53,1,2,3
2013,LV,366,LV00,366,3,3,1,99.6,NA,1,2,1
2013,LV,379,LV00,379,4,4,1,113.83,NA,1,2,1
2013,LV,380,LV00,380,1,3,2,284.57,NA,2,2,3
2013,LV,401,LV00,401,1,6,1,1120.48,NA,1,1,3
2013,LV,422,LV00,422,1,3,1,99.6,NA,2,2,1
2013,LV,425,LV00,425,1,2,1,52.65,NA,1,2,1
2013,LV,436,LV00,436,1,3,1,232.44,NA,1,2,3
2013,LV,468,LV00,468,4,3,1,44.11,NA,2,2,3
2013,LV,471,LV00,471,1,3,1,149.4,NA,1,2,2
2013,LV,474,LV00,474,3,2,1,457.92,NA,1,1,3
2013,LV,477,LV00,477,1,2,1,128.06,NA,1,2,2
2013,LV,490,LV00,490,3,3,1,179.07,NA,1,1,2
2013,LV,498,LV00,498,2,4,1,96.76,NA,2,1,2
2013,LV,503,LV00,503,5,3,2,284.57,NA,1,1,6
2013,LV,506,LV00,506,3,4,1,203.88,NA,1,2,3
2013,LV,514,LV00,514,1,3,1,78.26,NA,1,1,3
2013,LV,515,LV00,515,1,2,1,49.8,NA,1,1,3
2013,LV,522,LV00,522,1,3,1,128.06,NA,1,2,4
2013,LV,543,LV00,543,4,3,1,99.6,NA,2,2,4
2013,LV,582,LV00,582,1,6,1,142.29,NA,2,2,5
2013,LV,597,LV00,597,1,3,1,284.57,NA,1,1,3
2013,LV,598,LV00,598,1,2,1,49.8,NA,1,2,1
2013,LV,606,LV00,606,2,3,1,128.06,NA,2,2,1
2013,LV,623,LV00,623,1,5,2,92.49,NA,1,2,4
2013,LV,624,LV00,624,1,5,2,408.24,301.55,1,2,2
2013,LV,646,LV00,646,1,1,1,178.16,NA,1,2,1
2013,LV,662,LV00,662,1,1,1,142.29,NA,1,2,2
2013,LV,664,LV00,664,1,3,1,227.66,NA,1,2,2
2013,LV,667,LV00,667,2,3,1,170.74,NA,2,1,2
2013,LV,670,LV00,670,2,3,1,325.84,NA,1,1,3
2013,LV,678,LV00,678,2,2,1,128.06,NA,1,1,3
2013,LV,700,LV00,700,3,2,1,142.29,NA,1,1,3
2013,LV,711,LV00,711,1,2,1,142.29,NA,1,2,3
2013,LV,738,LV00,738,2,3,2,227.66,NA,1,2,2
2013,LV,745,LV00,745,1,4,2,284.57,NA,1,1,2
2013,LV,751,LV00,751,2,2,1,193.98,NA,2,1,4
2013,LV,765,LV00,765,5,1,1,143,315.39,1,2,3
2013,LV,790,LV00,790,5,2,1,142.29,NA,1,2,3
2013,LV,791,LV00,791,3,2,2,170.74,NA,2,1,1
2013,LV,816,LV00,816,2,1,1,NA,45.4,2,2,1
2013,LV,845,LV00,845,2,5,2,556.34,603.08,1,1,2
2013,LV,858,LV00,858,1,2,1,65.45,96.57,1,2,2
2013,LV,865,LV00,865,1,6,1,191.19,NA,2,2,2
2013,LV,870,LV00,870,5,4,1,113.83,NA,2,2,3
2013,LV,874,LV00,874,1,2,1,355.72,NA,1,2,2
2013,LV,894,LV00,894,4,3,1,163.63,45.4,2,2,1
2013,LV,904,LV00,904,2,2,1,115.25,NA,2,2,3
2013,LV,925,LV00,925,1,6,1,224.59,834.71,2,1,3
2013,LV,928,LV00,928,1,3,1,49.8,NA,1,1,3
2013,LV,940,LV00,940,1,4,1,94.62,NA,1,2,2
2013,LV,947,LV00,947,1,5,2,275.89,NA,1,1,4
2013,LV,953,LV00,953,1,3,2,296.44,45.4,1,2,3
2013,LV,956,LV00,956,1,3,1,92.49,NA,2,1,2
2013,LV,957,LV00,957,1,3,1,59.76,NA,1,2,4
2013,LV,961,LV00,961,1,2,1,78.26,NA,1,1,2
2013,LV,978,LV00,978,1,3,2,213.43,NA,1,2,2
2013,LV,990,LV00,990,1,3,1,180.7,NA,2,2,1
2013,LV,993,LV00,993,1,2,1,49.8,NA,1,2,5
2013,LV,997,LV00,997,1,3,2,56.91,NA,1,2,3
2013,LV,1005,LV00,1005,1,3,1,251.51,NA,1,2,3
2013,LV,1010,LV00,1010,1,3,1,203.88,NA,1,2,1
2013,LV,1022,LV00,1022,2,3,2,199.2,NA,1,2,3
2013,LV,1044,LV00,1044,2,2,1,569.15,133.28,1,2,2
2013,LV,1048,LV00,1048,1,4,2,72.57,NA,2,1,4
2013,LV,1080,LV00,1080,1,2,1,99.6,NA,1,2,3
2013,LV,1085,LV00,1085,3,5,1,748.64,301.83,1,2,4
2013,LV,1122,LV00,1122,1,2,1,312.89,NA,1,2,2
2013,LV,1129,LV00,1129,2,6,1,142.29,NA,1,2,2
2013,LV,1161,LV00,1161,1,3,1,142.29,NA,1,1,4
2013,LV,1177,LV00,1177,3,2,2,133.75,NA,1,2,1
2013,LV,1186,LV00,1186,1,2,1,85.37,NA,1,2,2
2013,LV,1193,LV00,1193,3,3,1,99.6,NA,1,2,1
2013,LV,1199,LV00,1199,4,6,1,227.66,NA,1,2,1
2013,LV,1203,LV00,1203,1,4,2,284.57,NA,1,1,1
2013,LV,1205,LV00,1205,1,3,1,232.44,NA,1,2,4
2013,LV,1217,LV00,1217,1,6,1,556.34,NA,2,1,2
2013,LV,1222,LV00,1222,1,3,1,327.26,141.08,1,1,3
2013,LV,1240,LV00,1240,1,3,2,170.74,NA,1,2,3
2013,LV,1242,LV00,1242,1,2,2,165.05,NA,2,2,1
2013,LV,1259,LV00,1259,1,3,1,113.83,79.82,1,2,4
2013,LV,1261,LV00,1261,1,2,1,133.75,NA,1,2,3
2013,LV,1270,LV00,1270,1,4,1,NA,NA,1,1,3
2013,LV,1292,LV00,1292,1,3,1,79.68,75.67,1,2,3
2013,LV,1332,LV00,1332,3,1.5,2,113.83,169.07,1,2,2
2013,LV,1337,LV00,1337,1,6,1,99.6,NA,1,2,2
2013,LV,1342,LV00,1342,3,4,2,296.44,NA,1,1,2
2013,LV,1348,LV00,1348,3,2,2,120.94,NA,1,2,2
2013,LV,1361,LV00,1361,2,5,1,183.52,NA,2,1,1
2013,LV,1388,LV00,1388,1,3,1,56.91,NA,1,1,4
2013,LV,1403,LV00,1403,2,2,1,249,NA,2,2,1
2013,LV,1407,LV00,1407,2,3,1,142.29,NA,1,1,4
2013,LV,1412,LV00,1412,1,4,1,85.37,NA,2,2,4
2013,LV,1444,LV00,1444,1,3,1,85.37,NA,2,2,3
2013,LV,1465,LV00,1465,2,3,1,184.97,NA,1,1,3
2013,LV,1466,LV00,1466,1,6,1,399.27,NA,2,1,3
2013,LV,1490,LV00,1490,1,3,1,113.83,NA,1,1,2
2013,LV,1495,LV00,1495,1,3,1,207.08,NA,1,2,3
2013,LV,1520,LV00,1520,2,3,2,85.37,NA,2,2,2
2013,LV,1545,LV00,1545,5,3,2,142.29,NA,1,2,1
2013,LV,1551,LV00,1551,1,1,1,NA,NA,1,2,4
2013,LV,1552,LV00,1552,2,6,1,170.74,NA,1,2,2
2013,LV,1576,LV00,1576,1,3,1,142.29,NA,1,2,1
2013,LV,1583,LV00,1583,1,6,1,85.37,152.94,1,2,2
2013,LV,1616,LV00,1616,1,3,2,113.83,NA,1,1,2
2013,LV,1635,LV00,1635,4,3,2,56.91,NA,1,2,4
2013,LV,1669,LV00,1669,2,2,1,193.98,NA,1,2,4
2013,LV,1681,LV00,1681,1,2,2,71.14,NA,1,2,2
2013,LV,1687,LV00,1687,3,4,1,318.37,NA,2,1,5
2013,LV,1717,LV00,1717,1,3,1,28.46,NA,1,1,2
2013,LV,1747,LV00,1747,2,6,2,113.83,315.39,1,2,2
2013,LV,1748,LV00,1748,1,3,2,142.29,NA,1,2,3
2013,LV,1755,LV00,1755,5,3,2,267.29,NA,1,1,4
2013,LV,1764,LV00,1764,1,3,1,126.64,NA,1,2,2
2013,LV,1765,LV00,1765,1,4,1,213.43,NA,1,2,4
2013,LV,1766,LV00,1766,3,1.5,2,85.37,834.71,1,1,1
2013,LV,1784,LV00,1784,5,3,2,296.44,NA,2,2,2
2013,LV,1786,LV00,1786,1,1,1,99.6,NA,1,2,4
2013,LV,1787,LV00,1787,1,4,1,156.52,NA,2,2,2
