DB010,DB020,DB030,DB040,HB030,HH021,HH030,HH050,HH070,HH071,HS050,HS060,HS120
2013,AT,295,AT1,295,3,3,1,238.73,707.1425,1,1,6
2013,AT,524,AT1,524,1,2,1,501.38,,1,1,3
2013,AT,1693,AT1,1693,3,3,1,529.67,130.9525,1,2,2
2013,AT,2979,AT1,2979,1,2,1,341.75,,1,2,3
2013,AT,3173,AT1,3173,3,3,1,47.48,,1,1,4
2013,AT,3416,AT1,3416,3,3,1,297.37,,1,2,4
2013,AT,4387,AT1,4387,3,2,1,425.57,,1,2,2
2013,AT,5780,AT1,5780,1,2,1,316.75,,1,1,4
2013,AT,7561,AT1,7561,1,3,1,479.56,380.6816667,1,2,4
2013,AT,8107,AT1,8107,4,4,1,499.3,104.7616667,1,2,3
2013,AT,8792,AT1,8792,1,3,1,382.84,,1,1,5
2013,AT,9189,AT1,9189,1,3,1,203.28,177.2133333,1,1,1
2013,AT,9239,AT1,9239,2,3,1,928.7,,1,1,5
2013,AT,10124,AT1,10124,3,4,1,827.73,,1,2,3
2013,AT,10637,AT1,10637,4,4,1,756.13,21.00583333,1,1,5
2013,AT,10860,AT1,10860,1,5,1,767.19,,1,1,5
2013,AT,11154,AT1,11154,3,5,1,198.25,,1,1,5
2013,AT,12527,AT1,12527,4,3,1,966.46,,1,1,3
2013,AT,14647,AT1,14647,1,1,2,546.2,,1,1,3
2013,AT,14750,AT1,14750,3,4,1,549.67,,1,1,4
2013,AT,15181,AT1,15181,5,3,1,515.89,,1,1,2
2013,AT,15245,AT1,15245,1,2,1,281.12,,1,1,4
2013,AT,15844,AT1,15844,4,5,1,229.87,372.8316667,1,2,3
2013,AT,17377,AT1,17377,3,1,1,531.14,,2,1,5
2013,AT,17998,AT1,17998,1,3,1,311.7,,1,1,1
2013,AT,18499,AT1,18499,2,4,1,607.57,,1,2,4
2013,AT,18927,AT1,18927,1,5,1,491.09,809.5241667,1,1,6
2013,AT,20111,AT1,20111,1,5,1,282.04,,1,1,4
2013,AT,21084,AT1,21084,1,1,1,238.51,865.2575,1,1,5
2013,AT,21236,AT1,21236,2,3,1,643.42,,2,1,2
2013,AT,21401,AT1,21401,3,5,1,253.73,,1,1,4
2013,AT,21883,AT1,21883,5,3,1,561.78,,1,1,3
2013,AT,22570,AT1,22570,1,4,1,396.83,,1,2,5
2013,AT,23226,AT1,23226,4,3,1,447.89,,1,1,2
2013,AT,23412,AT1,23412,4,5,1,837.83,,1,1,5
2013,AT,23809,AT1,23809,4,2,2,540.69,,1,1,1
2013,AT,24637,AT1,24637,1,3,1,38.13,,1,1,3
2013,AT,25393,AT1,25393,2,2,1,475.07,,1,1,3
2013,AT,25826,AT1,25826,1,2,1,259.77,,1,1,4
2013,AT,26070,AT1,26070,2,2,1,330.55,,1,1,2
2013,AT,26141,AT1,26141,2,4,1,478.49,,1,1,4
2013,AT,26765,AT1,26765,1,1,1,870.54,,1,1,4
2013,AT,27192,AT1,27192,1,1,1,569.45,360.9108333,1,2,2
2013,AT,28439,AT1,28439,3,3,1,438.17,,1,2,4
2013,AT,28534,AT1,28534,5,3,1,218.53,,1,2,5
2013,AT,28568,AT1,28568,4,1,1,243.81,,1,1,3
2013,AT,29308,AT1,29308,4,4,1,316.53,,1,1,6
2013,AT,29865,AT1,29865,3,4,1,524.27,,1,2,4
2013,AT,30569,AT1,30569,1,7,1,276.44,,1,2,5
2013,AT,31441,AT1,31441,4,2,1,615.89,,1,1,3
2013,AT,31563,AT1,31563,1,3,1,763.34,,1,1,4
2013,AT,31782,AT1,31782,3,1,2,594.22,,2,1,4
2013,AT,32545,AT1,32545,1,1,1,679.06,,1,2,3
2013,AT,32684,AT1,32684,5,2,1,678.66,,1,2,3
2013,AT,34043,AT1,34043,3,4,1,614.71,,1,1,4
2013,AT,34311,AT1,34311,3,5,1,602.1,,1,1,5
2013,AT,34886,AT1,34886,1,10,1,421.75,,2,2,4
2013,AT,35373,AT1,35373,3,5,1,458,,1,1,3
2013,AT,36781,AT1,36781,1,3,1,493.11,,1,1,6
2013,AT,37048,AT1,37048,1,3,1,433.24,60,1,1,4
2013,AT,38118,AT1,38118,5,2,1,669.08,,1,1,1
2013,AT,39021,AT1,39021,2,3,1,327.07,,1,1,4
2013,AT,39041,AT1,39041,2,1,1,384.49,,1,1,1
2013,AT,39545,AT1,39545,1,2,1,507.99,,1,1,5
2013,AT,39586,AT1,39586,2,2,1,485.65,,1,2,4
2013,AT,40666,AT1,40666,1,2,1,513.92,,1,1,5
2013,AT,40714,AT1,40714,1,2,1,623.91,,1,2,5
2013,AT,40921,AT1,40921,4,3,1,387.06,,1,2,5
2013,AT,41724,AT1,41724,4,3,1,281.91,,1,2,4
2013,AT,41906,AT1,41906,5,2,1,447.89,,1,1,3
2013,AT,42543,AT1,42543,1,3,1,373.25,,1,1,3
2013,AT,42580,AT1,42580,1,1,1,761.19,,1,1,5
2013,AT,42694,AT1,42694,4,3,2,314.12,761.6341667,2,1,3
2013,AT,42905,AT1,42905,1,5,1,344.17,,1,1,5
2013,AT,42906,AT1,42906,1,2,1,560.03,,1,1,5
2013,AT,44306,AT1,44306,5,4,1,713.36,,1,1,5
2013,AT,44488,AT1,44488,1,1,1,396.2,,2,1,5
2013,AT,44520,AT1,44520,3,3,1,346.88,,1,2,3
2013,AT,45225,AT1,45225,2,3,1,418.51,,1,2,4
2013,AT,45270,AT1,45270,1,3,1,716.61,,1,1,3
2013,AT,47563,AT1,47563,3,3,1,431.65,,1,1,4
2013,AT,47694,AT1,47694,1,2,1,513.07,,1,1,5
2013,AT,47718,AT1,47718,1,1,1,672.1,,1,1,2
2013,AT,48506,AT1,48506,1,3,1,780.16,,1,1,4
2013,AT,48824,AT1,48824,1,4,1,218.53,,1,2,2
2013,AT,49195,AT1,49195,1,3,1,867.73,,1,2,4
2013,AT,49893,AT1,49893,1,2,1,703.65,291.6666667,2,1,4
2013,AT,50071,AT1,50071,1,2,1,707.95,,1,1,5
2013,AT,50636,AT1,50636,1,2,1,453.24,133.3333333,1,1,5
2013,AT,52303,AT1,52303,3,3,1,378.15,,1,1,2
2013,AT,52578,AT1,52578,3,3,1,599.22,,1,2,2
2013,AT,52695,AT1,52695,3,2,1,654.47,,1,1,5
2013,AT,53420,AT1,53420,1,6,1,774.14,,1,1,4
2013,AT,53661,AT1,53661,2,5,1,609.78,567.3125,1,1,5
2013,AT,53663,AT1,53663,4,4,1,459.67,,1,1,5
2013,AT,53773,AT1,53773,2,3,1,398.65,,1,1,6
2013,AT,54039,AT1,54039,5,8,1,216.53,,1,1,6
2013,AT,54243,AT1,54243,2,2,1,455.27,,1,1,6
2013,AT,54309,AT1,54309,1,3,1,1164.14,679.1666667,1,1,3
2013,AT,54615,AT1,54615,3,6,1,259.84,,1,1,4
2013,AT,55278,AT1,55278,2,2,1,262.52,,1,1,1
2013,AT,55854,AT1,55854,3,1,1,259.77,,1,1,4
2013,AT,56320,AT1,56320,3,3,1,387.43,,1,2,4
2013,AT,56818,AT1,56818,3,3,1,125,,1,1,3
2013,AT,58631,AT1,58631,1,4,1,398.13,,1,1,3
2013,AT,61092,AT1,61092,4,9,1,212.87,,1,1,4
2013,AT,61629,AT1,61629,2,4,1,1034.48,1133.333333,1,1,5
2013,AT,62108,AT1,62108,1,4,1,115.41,,1,2,3
2013,AT,62109,AT1,62109,1,6,1,399.63,,2,1,3
2013,AT,62124,AT1,62124,1,4,2,569.48,89.28583333,1,1,4
2013,AT,62173,AT1,62173,2,1,1,421.63,,1,1,4
2013,AT,63105,AT1,63105,2,4,1,357.47,,2,1,5
2013,AT,63821,AT1,63821,1,3,1,247.09,,1,1,4
2013,AT,64749,AT1,64749,5,4,1,465.99,,1,1,3
2013,AT,65239,AT1,65239,3,2,1,112.88,,1,1,5
2013,AT,65734,AT1,65734,2,2,1,226.24,,1,1,4
2013,AT,65764,AT1,65764,1,7,1,564.92,,1,1,5
2013,AT,66155,AT1,66155,3,2,1,359.3,,1,1,3
2013,AT,66691,AT1,66691,1,3,1,634.34,758.3333333,1,1,6
2013,AT,69958,AT1,69958,1,2,1,225.98,,2,1,4
2013,AT,71271,AT1,71271,3,3,1,472.46,,1,1,4
2013,AT,72193,AT1,72193,4,3,1,828.37,791.6666667,1,1,4
2013,AT,72778,AT1,72778,3,2,1,556.7,,2,1,5
2013,AT,72929,AT1,72929,5,5,1,144.86,,1,1,5
2013,AT,73037,AT1,73037,3,3,1,95.26,,1,2,5
2013,AT,73585,AT1,73585,4,3,2,733.5,,2,1,4
2013,AT,75271,AT1,75271,3,2,2,117.79,,1,1,2
2013,AT,76029,AT1,76029,1,3,1,475.41,,1,1,2
2013,AT,76547,AT1,76547,2,4,1,347.35,,1,2,5
2013,AT,76639,AT1,76639,1,2,1,249.03,,1,1,3
2013,AT,77641,AT1,77641,3,4,1,399.31,,1,1,4
2013,AT,77900,AT1,77900,2,4,1,424.93,,1,1,4
2013,AT,78008,AT1,78008,1,4,1,366.04,,2,2,5
2013,AT,79337,AT1,79337,3,4,1,313.9,,1,1,2
2013,AT,80134,AT1,80134,2,6,1,362.06,,2,1,5
2013,AT,80440,AT1,80440,3,4,1,330.04,,1,1,3
2013,AT,80701,AT1,80701,2,4,1,759.42,,1,2,4
2013,AT,81934,AT1,81934,3,7,1,194.6,,1,1,2
2013,AT,82058,AT1,82058,3,4,1,648.65,,1,1,1
2013,AT,82506,AT1,82506,1,9,1,710.11,39.97,1,1,4
2013,AT,83005,AT1,83005,3,5,1,702.1,,1,1,3
2013,AT,83952,AT1,83952,2,5,1,738.05,,1,1,3
2013,AT,84461,AT1,84461,2,4,1,669.94,,1,2,2
2013,AT,84707,AT1,84707,2,3,1,878,,1,1,4
2013,AT,84729,AT1,84729,3,6,1,476.98,,1,1,4
2013,AT,85552,AT1,85552,1,7,1,413.24,,1,1,4
2013,AT,85757,AT1,85757,1,3,1,899.99,,1,1,4
2013,AT,85770,AT1,85770,4,3,1,327.24,,1,2,4
2013,AT,85924,AT1,85924,3,3,1,194.6,530.5558333,1,2,4
2013,AT,86493,AT1,86493,3,6,1,259.57,622.2983333,1,1,6
2013,AT,86876,AT1,86876,3,2,2,346.05,,1,1,5
2013,AT,87423,AT1,87423,2,2,1,63.58,,1,1,4
2013,AT,87958,AT1,87958,3,4,1,442.24,,1,1,6
2013,AT,88208,AT1,88208,4,4,1,720.33,333.3333333,1,1,3
2013,AT,88645,AT1,88645,1,3,1,249.03,,1,1,2
2013,AT,90206,AT1,90206,4,3,1,410.39,83.33333333,1,1,4
2013,AT,90574,AT1,90574,1,8,1,1051.06,583.3333333,1,1,3
2013,AT,91011,AT1,91011,3,5,1,446.53,,1,1,6
2013,AT,91346,AT1,91346,1,3,1,429.42,,1,1,3
2013,AT,91453,AT1,91453,5,4,1,678.85,,1,2,3
2013,AT,91747,AT1,91747,4,2,1,562.16,,1,1,3
2013,AT,92011,AT1,92011,3,2,1,990.94,,1,2,5
2013,AT,92084,AT1,92084,1,5,1,384.38,,1,1,6
2013,AT,93203,AT1,93203,2,4,1,72.24,,1,1,3
2013,AT,93379,AT1,93379,4,3,1,564.1,,1,1,1
2013,AT,93418,AT1,93418,4,5,1,438.27,,1,1,3
2013,AT,94082,AT1,94082,2,3,2,705.42,,2,1,4
2013,AT,94693,AT1,94693,1,2,1,621.5,,1,1,5
2013,AT,94869,AT1,94869,1,4,1,867,693.1766667,1,2,4
2013,AT,97584,AT1,97584,2,3,1,33.36,88.0925,1,1,2
2013,AT,100372,AT1,100372,4,4,1,1992.19,,1,1,3
2013,AT,100655,AT1,100655,2,7,1,1020.67,,1,1,2
2013,AT,100822,AT1,100822,2,1,1,459.22,,1,1,2
2013,AT,101510,AT1,101510,4,3,1,546.32,,1,2,4
2013,AT,102256,AT1,102256,1,2,1,595.19,0,1,2,5
2013,AT,102861,AT1,102861,3,3,2,339.8,,1,1,6
2013,AT,102968,AT1,102968,1,3,1,421.01,,1,1,5
2013,AT,103288,AT1,103288,1,6,1,1231.46,444.4441667,1,1,3
2013,AT,103927,AT1,103927,5,2,1,543.07,444.4441667,1,2,6
2013,AT,104591,AT1,104591,3,5,1,508.91,,1,1,3
2013,AT,104739,AT1,104739,3,6,1,374.06,,1,1,6
2013,AT,105408,AT1,105408,3,8,1,777.79,,1,1,3
2013,AT,106814,AT1,106814,2,2,1,311.01,,2,1,5
2013,AT,106995,AT1,106995,3,2,1,245.65,409.0041667,1,1,4
2013,AT,107476,AT1,107476,1,5,1,307.79,,2,1,3
2013,AT,107840,AT1,107840,2,5,1,438.27,,1,1,6
2013,AT,108168,AT1,108168,4,5,1,784.15,,1,1,1
2013,AT,108813,AT1,108813,2,4,1,351.12,,1,1,2
2013,AT,110024,AT1,110024,2,5,1,414.9,,1,1,1
2013,AT,110913,AT1,110913,2,3,1,154.33,166.6666667,1,1,6
2013,AT,110968,AT1,110968,3,3,1,429.71,,1,1,2
2013,AT,112143,AT1,112143,3,2,1,426.16,,1,1,4
2013,AT,112358,AT1,112358,3,5,1,668.24,793.6508333,1,2,4
2013,AT,112538,AT1,112538,4,4,1,638.44,555.5558333,1,1,3
2013,AT,112842,AT1,112842,3,1,1,488.96,,1,1,4
2013,AT,113018,AT1,113018,2,5,1,320.65,,1,2,4
2013,AT,113143,AT1,113143,3,1,1,480.48,,1,2,5
2013,AT,113563,AT1,113563,2,2,1,698.05,645.8333333,1,1,1
2013,AT,114091,AT1,114091,2,4,1,748.64,,1,1,3
2013,AT,114713,AT1,114713,3,3,1,520.69,,1,2,6
2013,AT,116520,AT1,116520,4,2,1,685.91,0,1,1,3
2013,AT,117470,AT1,117470,3,6,1,685.09,333.3333333,1,1,5
2013,AT,117909,AT1,117909,3,1,1,273.67,,1,1,5
2013,AT,118631,AT1,118631,1,5,1,217.87,,1,1,4
2013,AT,119296,AT1,119296,4,3,1,653.51,,1,1,5
2013,AT,119360,AT1,119360,3,2,1,400.52,,1,1,4
2013,AT,119924,AT1,119924,3,5,2,288.67,,1,1,4
2013,AT,120122,AT1,120122,3,4,1,601.79,,1,2,2
2013,AT,120267,AT1,120267,2,3,1,339.42,,1,1,4
2013,AT,120665,AT1,120665,1,5,1,518.51,,2,2,4
2013,AT,121009,AT1,121009,4,3,1,382.07,,1,2,5
2013,AT,121489,AT1,121489,3,4,1,669.08,,1,1,3
2013,AT,122617,AT1,122617,1,10,1,273.57,,1,1,6
2013,AT,122795,AT1,122795,1,3,1,220.1,,1,1,3
2013,AT,122929,AT1,122929,5,3,1,403.23,,2,1,3
2013,AT,124368,AT1,124368,3,3,1,301.1,,1,1,4
2013,AT,125054,AT1,125054,3,3,1,214.03,,1,1,3
2013,AT,125642,AT1,125642,2,2,1,248.98,,1,2,3
2013,AT,125874,AT1,125874,3,5,1,557.79,,1,1,4
2013,AT,127088,AT1,127088,3,3,1,531.5,,1,2,3
2013,AT,127987,AT1,127987,3,3,1,364.53,,1,1,4
2013,AT,129365,AT1,129365,1,3,1,38.13,,2,1,2
2013,AT,129872,AT1,129872,3,2,1,492.12,,1,1,5
2013,AT,129951,AT1,129951,1,5,1,328.8,,1,1,5
2013,AT,130045,AT1,130045,2,2,1,359.38,,1,1,4
2013,AT,130066,AT1,130066,4,3,1,319.7,,2,2,3
2013,AT,130234,AT1,130234,5,3,1,685.33,,1,1,5
2013,AT,130853,AT1,130853,1,2,1,605.93,,1,2,5
2013,AT,131078,AT1,131078,2,5,2,368.61,,1,1,4
2013,AT,131814,AT1,131814,1,3,1,543.07,,1,1,5
2013,AT,132576,AT1,132576,5,7,1,353.93,,1,1,5
