DB010,DB020,DB030,DB040,HB030,HH021,HH030,HH050,HH070,HH071,HS050,HS060,HS120
2013,SE,39,SE11,39,2,5,1,944.27,0,1,1,6
2013,SE,49,SE11,49,2,3,1,899.35,1148.88,1,1,4
2013,SE,65,SE11,65,2,5,1,736.43,0,1,1,4
2013,SE,77,SE11,77,2,5,1,1253.43,45.96,1,2,6
2013,SE,88,SE11,88,2,4,1,790.32,NA,1,1,6
2013,SE,96,SE11,96,3,4,1,1573.4,NA,1,1,5
2013,SE,111,SE11,111,2,6,1,650.96,NA,1,1,4
2013,SE,117,SE11,117,3,3,1,961.5,459.55,1,1,4
2013,SE,132,SE11,132,1,6,1,807.32,NA,1,1,5
2013,SE,138,SE11,138,1,3,1,608.91,0,1,1,5
2013,SE,141,SE11,141,1,4,1,862.81,NA,1,2,6
2013,SE,150,SE11,150,2,4,1,566.17,NA,1,1,6
2013,SE,159,SE11,159,2,4,1,1239.07,NA,1,1,4
2013,SE,168,SE11,168,2,5,1,736.43,574.44,1,2,4
2013,SE,201,SE11,201,1,3,1,669.11,NA,1,1,6
2013,SE,207,SE11,207,2,3,1,588.8,NA,1,1,4
2013,SE,208,SE11,208,2,4,1,529.64,NA,1,1,4
2013,SE,255,SE11,255,1,4,1,665.89,574.44,1,1,6
2013,SE,268,SE11,268,2,3,1,504.25,957.4,1,1,4
2013,SE,281,SE11,281,2,2,1,1160.26,NA,1,1,6
2013,SE,283,SE11,283,1,5,1,1386.36,0,1,1,6
2013,SE,321,SE11,321,3,3,1,554.68,NA,1,1,6
2013,SE,345,SE11,345,3,5,1,1039.4,0,1,1,6
2013,SE,380,SE11,380,1,3,1,788.36,1034,1,1,4
2013,SE,394,SE11,394,2,6,1,1148.54,NA,1,1,3
2013,SE,396,SE11,396,3,3,1,963.91,NA,1,1,4
2013,SE,398,SE11,398,2,3,1,610.06,NA,1,1,2
2013,SE,400,SE11,400,3,2,1,1239.07,NA,1,1,5
2013,SE,403,SE11,403,3,6,1,575.71,0,1,1,6
2013,SE,435,SE11,435,1,4,1,748.04,NA,1,1,4
2013,SE,437,SE11,437,3,4,1,862.81,0,1,1,6
2013,SE,441,SE11,441,2,6,1,807.32,95.74,1,1,6
2013,SE,494,SE11,494,2,1,1,678.53,NA,1,1,5
2013,SE,528,SE11,528,2,5,1,498.16,0,1,1,6
2013,SE,542,SE11,542,2,5,1,1009.06,NA,1,1,6
2013,SE,554,SE11,554,3,5,1,667.5,229.78,1,1,6
2013,SE,564,SE11,564,1,4,1,492.76,NA,1,1,3
2013,SE,617,SE11,617,1,6,1,793.88,NA,1,1,NA
2013,SE,628,SE11,628,3,5,1,716.9,574.44,1,1,4
2013,SE,632,SE11,632,1,3,1,529.64,NA,1,1,1
2013,SE,651,SE11,651,3,6,1,1080.18,NA,1,1,6
2013,SE,661,SE11,661,2,6,1,736.43,459.55,1,1,2
2013,SE,669,SE11,669,1,6,1,781.47,0,1,1,6
2013,SE,684,SE11,684,1,4,1,400.73,114.89,1,1,4
2013,SE,721,SE11,721,2,6,1,1119.36,191.48,1,1,4
2013,SE,729,SE11,729,2,4,1,958.28,NA,1,1,4
2013,SE,730,SE11,730,3,3,1,841.9,229.78,1,1,6
2013,SE,735,SE11,735,2,6,1,514.13,NA,1,1,6
2013,SE,741,SE11,741,3,6,1,1121.54,NA,1,1,6
2013,SE,745,SE11,745,3,6,1,1239.07,NA,1,1,4
2013,SE,787,SE11,787,2,5,1,832.02,NA,1,1,6
2013,SE,811,SE11,811,2,6,1,1108.79,0,1,1,NA
2013,SE,909,SE11,909,3,6,1,755.85,NA,1,1,6
2013,SE,929,SE11,929,3,6,1,340.18,0,1,1,5
2013,SE,939,SE11,939,2,4,1,511.71,NA,1,2,6
2013,SE,944,SE11,944,2,6,1,541.58,NA,1,1,6
2013,SE,950,SE11,950,2,4,1,908.77,0,1,1,4
2013,SE,961,SE11,961,3,4,1,280.21,0,1,1,5
2013,SE,969,SE11,969,2,6,1,987.7,NA,1,2,4
2013,SE,1014,SE11,1014,3,2,1,635.1,145.53,1,1,4
2013,SE,1035,SE11,1035,2,2,1,750.68,287.22,1,1,6
2013,SE,1058,SE11,1058,3,6,1,1071.68,1148.88,1,1,5
2013,SE,1061,SE11,1061,2,4,1,991.6,0,1,1,6
2013,SE,1062,SE11,1062,2,2,1,610.06,114.89,1,1,6
