DB010,DB020,DB030,DB040,HB030,HH021,HH030,HH050,HH070,HH071,HS050,HS060,HS120
2013,LU,3,LU00,3,1,5,1,310,NA,1,1,5
2013,LU,16,LU00,16,1,4,1,807,NA,1,1,6
2013,LU,27,LU00,27,1,5,1,200,NA,1,1,5
2013,LU,31,LU00,31,1,4,1,228,NA,1,1,1
2013,LU,35,LU00,35,1,6,1,283,787,1,1,5
2013,LU,59,LU00,59,2,3,1,657,889,1,2,3
2013,LU,68,LU00,68,1,5,1,205,NA,1,1,6
2013,LU,71,LU00,71,2,6,1,145,NA,1,1,5
2013,LU,79,LU00,79,2,6,1,246,NA,1,1,5
2013,LU,83,LU00,83,1,6,1,921,NA,1,1,6
2013,LU,86,LU00,86,1,6,2,368,NA,1,1,3
2013,LU,105,LU00,105,3,5,1,176,NA,1,1,4
2013,LU,112,LU00,112,1,3,1,883,NA,1,1,1
2013,LU,135,LU00,135,3,6,1,807,889,1,1,5
2013,LU,140,LU00,140,4,4,1,970,NA,1,2,5
2013,LU,151,LU00,151,1,6,1,368,1200,1,1,5
2013,LU,156,LU00,156,2,6,1,735,NA,1,1,6
2013,LU,159,LU00,159,1,6,1,193,NA,1,1,1
2013,LU,163,LU00,163,1,3,1,1604,NA,1,2,3
2013,LU,166,LU00,166,2,6,1,258,NA,1,1,5
2013,LU,168,LU00,168,3,3,1,501,NA,1,1,5
2013,LU,177,LU00,177,2,3,1,961,NA,1,1,3
2013,LU,180,LU00,180,1,4,1,232,NA,1,1,5
2013,LU,187,LU00,187,1,5,1,232,NA,1,1,6
2013,LU,189,LU00,189,2,3,1,258,870,1,2,6
2013,LU,209,LU00,209,3,6,1,700,3000,1,1,6
2013,LU,222,LU00,222,1,6,1,310,NA,1,1,6
2013,LU,224,LU00,224,2,2,1,358,1500,1,2,6
2013,LU,230,LU00,230,2,2,1,274,NA,1,1,4
2013,LU,237,LU00,237,2,6,1,245,6000,1,1,6
2013,LU,241,LU00,241,1,6,1,284,NA,1,1,5
2013,LU,245,LU00,245,3,6,1,2060,NA,1,1,3
2013,LU,246,LU00,246,2,4,1,184,NA,1,1,4
2013,LU,250,LU00,250,2,6,1,808,3000,1,1,5
2013,LU,253,LU00,253,2,6,1,698,1613,1,2,6
2013,LU,254,LU00,254,1,1,1,228,1400,1,1,1
2013,LU,260,LU00,260,1,5,1,258,NA,1,1,5
2013,LU,286,LU00,286,3,6,1,234,NA,1,1,5
2013,LU,287,LU00,287,2,6,1,530,NA,1,1,4
2013,LU,294,LU00,294,1,6,1,133,980,1,1,5
2013,LU,298,LU00,298,1,3,1,336,1680,1,1,5
2013,LU,306,LU00,306,2,6,1,174,NA,1,1,4
2013,LU,328,LU00,328,1,6,1,743,NA,1,2,3
2013,LU,348,LU00,348,1,6,1,236,NA,1,1,6
2013,LU,352,LU00,352,5,6,1,240,NA,1,1,5
2013,LU,357,LU00,357,2,6,1,808,1136,1,1,3
2013,LU,372,LU00,372,2,6,1,257,NA,1,2,5
2013,LU,379,LU00,379,2,6,1,2070,NA,1,1,4
2013,LU,385,LU00,385,2,5,1,569,NA,1,1,5
2013,LU,404,LU00,404,1,6,1,225,NA,1,1,5
2013,LU,405,LU00,405,1,6,1,205,NA,1,1,6
2013,LU,414,LU00,414,1,6,1,212,NA,1,1,6
2013,LU,416,LU00,416,2,6,2,874,NA,1,2,4
2013,LU,422,LU00,422,1,5,1,2974,600,1,1,2
2013,LU,442,LU00,442,1,6,1,297,NA,1,1,5
2013,LU,447,LU00,447,1,2,1,226,NA,1,1,5
2013,LU,450,LU00,450,1,4,1,191,3000,1,2,4
2013,LU,454,LU00,454,3,6,1,227,NA,1,1,6
2013,LU,456,LU00,456,1,3,1,653,NA,1,1,4
2013,LU,458,LU00,458,1,6,1,2974,NA,2,1,4
2013,LU,461,LU00,461,2,3,1,1087,NA,1,2,4
2013,LU,473,LU00,473,5,6,1,1523,NA,1,2,2
2013,LU,481,LU00,481,3,6,1,287,1033,1,1,4
2013,LU,482,LU00,482,1,2,1,279,1200,1,1,5
2013,LU,484,LU00,484,2,4,1,716,NA,2,2,4
2013,LU,502,LU00,502,2,5,1,252,1066,1,1,4
2013,LU,513,LU00,513,2,3,1,444,1150,1,1,3
2013,LU,534,LU00,534,1,6,1,412,NA,1,2,5
2013,LU,551,LU00,551,1,6,1,200,874,1,1,6
2013,LU,565,LU00,565,1,6,1,718,NA,1,1,5
2013,LU,571,LU00,571,2,6,1,921,670,1,2,5
2013,LU,587,LU00,587,3,4,1,2406,NA,1,1,4
2013,LU,590,LU00,590,4,2,1,378,850,1,1,5
2013,LU,592,LU00,592,1,5,1,205,NA,1,1,6
2013,LU,603,LU00,603,2,6,1,276,400,1,1,6
2013,LU,621,LU00,621,2,6,1,2960,NA,1,1,6
2013,LU,627,LU00,627,2,2,1,200,NA,1,1,5
2013,LU,646,LU00,646,1,3,1,708,1136,1,2,4
2013,LU,647,LU00,647,1,6,1,205,NA,1,1,5
2013,LU,703,LU00,703,3,4,1,173,NA,1,2,6
2013,LU,705,LU00,705,2,6,1,255,NA,1,2,6
2013,LU,718,LU00,718,1,6,1,2960,NA,1,1,6
2013,LU,722,LU00,722,1,6,1,331,NA,1,1,5
2013,LU,723,LU00,723,1,6,1,216,1025,1,1,5
2013,LU,740,LU00,740,3,3,1,256,650,1,1,4
2013,LU,758,LU00,758,4,5,1,657,NA,1,2,5
2013,LU,761,LU00,761,1,6,1,147,NA,1,2,4
2013,LU,778,LU00,778,1,6,1,2960,NA,1,1,6
2013,LU,794,LU00,794,1,6,1,246,NA,1,1,6
2013,LU,807,LU00,807,1,6,1,147,NA,1,1,5
2013,LU,837,LU00,837,1,6,1,205,NA,1,1,5
2013,LU,872,LU00,872,2,6,1,1229,NA,2,2,3
2013,LU,874,LU00,874,1,4,1,800,NA,1,2,6
2013,LU,876,LU00,876,1,4,1,415,NA,1,1,5
2013,LU,879,LU00,879,2,3,1,1107,NA,1,2,3
2013,LU,884,LU00,884,2,2,1,610,NA,1,1,3
2013,LU,893,LU00,893,1,4,1,735,NA,1,1,5
2013,LU,894,LU00,894,1,6,1,193,NA,1,1,1
2013,LU,900,LU00,900,1,6,1,297,NA,1,1,6
2013,LU,901,LU00,901,2,6,1,247,NA,1,1,6
2013,LU,939,LU00,939,3,6,1,1209,466,1,1,3
2013,LU,941,LU00,941,2,3,1,331,NA,1,1,5
2013,LU,949,LU00,949,2,6,1,1554,2700,1,2,5
2013,LU,977,LU00,977,2,3,1,214,656,1,1,5
2013,LU,986,LU00,986,1,5,1,205,NA,1,1,6
2013,LU,1019,LU00,1019,1,5,1,232,NA,1,1,5
2013,LU,1027,LU00,1027,1,5,1,743,NA,1,1,5
2013,LU,1061,LU00,1061,1,2,1,232,1250,1,1,5
2013,LU,1080,LU00,1080,3,6,1,251,NA,1,1,6
2013,LU,1100,LU00,1100,1,4,1,258,NA,1,1,6
2013,LU,1111,LU00,1111,2,NA,1,191,NA,2,1,4
2013,LU,1131,LU00,1131,1,6,1,241,1630,1,2,1
2013,LU,1134,LU00,1134,2,5,1,193,NA,1,1,5
2013,LU,1140,LU00,1140,2,3,1,537,NA,1,1,5
2013,LU,1145,LU00,1145,2,6,2,743,NA,1,1,6
2013,LU,1165,LU00,1165,1,5,1,236,NA,1,1,1
2013,LU,1171,LU00,1171,2,5,1,297,1250,1,2,3
2013,LU,1173,LU00,1173,1,6,1,921,NA,2,1,1
2013,LU,1174,LU00,1174,2,6,1,2974,1556,1,1,6
2013,LU,1183,LU00,1183,1,5,1,247,NA,1,1,4
2013,LU,1199,LU00,1199,1,5,1,186,NA,1,2,4
2013,LU,1214,LU00,1214,3,6,1,826,NA,1,2,6
2013,LU,1223,LU00,1223,1,5,1,2960,NA,1,1,5
2013,LU,1254,LU00,1254,1,6,1,331,NA,1,1,2
2013,LU,1260,LU00,1260,1,5,1,808,NA,1,1,3
2013,LU,1276,LU00,1276,3,4,1,200,1000,1,1,3
2013,LU,1283,LU00,1283,2,5,1,148,NA,1,2,5
2013,LU,1284,LU00,1284,1,4,1,844,NA,1,1,5
2013,LU,1290,LU00,1290,1,6,1,412,NA,1,1,6
2013,LU,1331,LU00,1331,4,5,1,284,NA,1,1,4
2013,LU,1340,LU00,1340,2,5,1,254,NA,1,2,6
