DB010,DB020,DB030,DB040,HB030,HH021,HH030,HH050,HH070,HH071,HS050,HS060,HS120
2013,FR,211,FR10,211,2,5,1,1327.5,,1,1,3
2013,FR,265,FR10,265,2,6,1,540.92,,1,1,2
2013,FR,354,FR10,354,3,6,1,310.75,,1,2,4
2013,FR,420,FR10,420,2,4,1,393.92,,1,1,4
2013,FR,471,FR10,471,5,3,1,752.17,,1,1,3
2013,FR,529,FR10,529,1,5,1,376.42,,1,1,3
2013,FR,627,FR10,627,3,4,1,387.42,1778.5,1,1,3
2013,FR,640,FR10,640,3,2,2,455.83,,1,2,2
2013,FR,724,FR10,724,4,4,1,501.17,,1,2,4
2013,FR,755,FR10,755,3,5,1,224.17,,1,1,4
2013,FR,776,FR10,776,3,3,1,516.83,,2,2,4
2013,FR,835,FR10,835,1,3,2,260.42,,1,1,4
2013,FR,886,FR10,886,1,4,1,761.42,,1,2,4
2013,FR,955,FR10,955,2,3,1,437.92,,1,2,3
2013,FR,1127,FR10,1127,1,3,1,36.67,,2,1,3
2013,FR,1156,FR10,1156,1,4,1,165.83,,1,1,3
2013,FR,1172,FR10,1172,1,6,1,393.83,,1,1,3
2013,FR,1396,FR10,1396,3,3,2,187.33,,1,1,3
2013,FR,1495,FR10,1495,1,2,1,265.58,,1,1,3
2013,FR,1521,FR10,1521,2,5,2,786.42,,1,2,1
2013,FR,1583,FR10,1583,4,3,1,564.92,,1,2,4
2013,FR,1800,FR10,1800,1,4,1,221.17,,2,1,5
2013,FR,1935,FR10,1935,3,4,1,355.58,,1,1,2
2013,FR,2141,FR10,2141,2,4,1,1600.67,780.58,1,2,2
2013,FR,2225,FR10,2225,1,6,1,722,,1,,6
2013,FR,2229,FR10,2229,1,3,1,344.25,685.67,1,1,5
2013,FR,2239,FR10,2239,1,5,1,428.58,,1,1,4
2013,FR,2247,FR10,2247,2,4,1,283.58,,1,2,4
2013,FR,2267,FR10,2267,3,1,1,191.5,,1,2,3
2013,FR,2377,FR10,2377,4,6,2,565.33,413.08,1,1,3
2013,FR,2408,FR10,2408,1,2,1,468.83,,1,1,2
2013,FR,2505,FR10,2505,1,4,2,264.42,,1,1,3
2013,FR,2675,FR10,2675,1,5,1,847.75,697.08,1,1,1
2013,FR,2849,FR10,2849,2,3,1,465,,1,1,3
2013,FR,2974,FR10,2974,3,5,1,712.92,,1,1,2
2013,FR,3067,FR10,3067,1,4,1,487.33,,1,1,5
2013,FR,3101,FR10,3101,2,3,1,533.75,,1,2,3
2013,FR,3129,FR10,3129,1,2,1,239.17,,1,1,3
2013,FR,3364,FR10,3364,3,5,2,718.5,,1,2,4
2013,FR,3496,FR10,3496,4,4,1,259.75,551.83,1,2,2
2013,FR,3545,FR10,3545,1,5,1,1435.92,,1,2,4
2013,FR,3622,FR10,3622,1,4,1,274.42,,1,1,3
2013,FR,3630,FR10,3630,1,5,1,299.17,,1,1,3
2013,FR,3673,FR10,3673,2,1,1,369.92,,1,1,2
2013,FR,3879,FR10,3879,3,3,1,852.17,,1,1,2
2013,FR,3939,FR10,3939,3,3,1,196.75,,1,1,4
2013,FR,4072,FR10,4072,3,5,1,275.25,,1,1,3
2013,FR,4084,FR10,4084,5,1,2,709.75,711.92,1,1,3
2013,FR,4092,FR10,4092,2,5,1,713.5,,1,2,4
2013,FR,4134,FR10,4134,2,4,1,292.17,,1,1,3
2013,FR,4160,FR10,4160,1,4,1,406.5,,2,1,4
2013,FR,4348,FR10,4348,3,3,1,179,,1,2,4
2013,FR,4559,FR10,4559,3,4,1,450.67,,1,1,5
2013,FR,5013,FR10,5013,3,5,1,566.08,,1,2,2
2013,FR,5098,FR10,5098,2,4,1,807,,1,2,3
2013,FR,5190,FR10,5190,1,4,1,465,,1,1,2
2013,FR,5263,FR10,5263,4,5,1,1080.42,,1,1,1
2013,FR,5328,FR10,5328,4,2,1,189.75,,1,1,3
2013,FR,5392,FR10,5392,1,4,1,676.33,,2,1,2
2013,FR,5408,FR10,5408,3,5,1,865.83,,1,1,5
2013,FR,5649,FR10,5649,5,3,1,384,,1,1,3
2013,FR,5667,FR10,5667,1,3,1,239.25,,1,1,3
2013,FR,5812,FR10,5812,1,5,1,521.33,1189.5,1,2,3
2013,FR,5848,FR10,5848,1,2,1,216.25,,2,1,3
2013,FR,5861,FR10,5861,4,5,1,367.5,,1,1,4
2013,FR,5872,FR10,5872,2,5,2,453.33,,1,1,4
2013,FR,6246,FR10,6246,3,6,1,392.5,,1,2,3
2013,FR,6250,FR10,6250,1,4,1,276.5,,1,1,4
2013,FR,6442,FR10,6442,5,3,1,326,,1,1,3
2013,FR,6610,FR10,6610,3,3,1,243.83,,1,1,3
2013,FR,6630,FR10,6630,1,3,1,230.67,,1,1,2
2013,FR,6634,FR10,6634,1,2,1,366.33,787.92,1,2,2
2013,FR,6780,FR10,6780,2,6,1,1702.5,,1,2,3
2013,FR,6789,FR10,6789,2,3,1,495.75,,2,2,4
2013,FR,7076,FR10,7076,2,3,1,993.42,,1,1,2
2013,FR,7220,FR10,7220,4,3,1,258,,1,1,4
